image_id,match_iou_threshold,gt_instance_count,predicted_instance_count,matched_instance_count,false_positive_count,false_negative_count,object_precision,object_recall,object_f1,mean_matched_iou,median_matched_iou,pixel_true_positive,pixel_false_positive,pixel_false_negative,pixel_precision,pixel_recall,pixel_f1
006,0.5,9,10,9,1,0,0.9,1.0,0.9473684210526316,0.9311839142997876,0.9401668270773179,102669,9030,6478,0.9191577364166197,0.9406488497164375,0.929779122103185
026,0.5,22,32,21,11,1,0.65625,0.9545454545454546,0.7777777777777778,0.9058959542899077,0.9075224292615597,289918,108921,39232,0.7269048413018787,0.8808081421844144,0.7964900568552546
066,0.5,8,8,7,1,1,0.875,0.875,0.875,0.9435068906220784,0.9474150011062763,84334,17014,5993,0.8321229821999447,0.9336521748757293,0.8799686970131734
076,0.5,50,53,37,16,13,0.6981132075471698,0.74,0.7184466019417476,0.9085172414986505,0.9137660298351217,248404,521469,53516,0.3226558146603401,0.8227477477477477,0.46352980472908484
